review_tokens,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
barang datang sesuai packing nya aman serta pengiriman cepat,Netral,"{'classified_text': 'barang datang sesuai [3] packing nya aman [4] serta pengiriman cepat [4]', 'tweet_text': ' barang datang sesuai packing nya aman serta pengiriman cepat', 'sentence_score': ['barang datang sesuai [3] packing nya aman [4] serta pengiriman cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang datang sesuai [3] packing nya aman [4] serta pengiriman cepat [4], barang datang sesuai packing nya aman serta pengiriman cepat,['barang datang sesuai [3] packing nya aman [4] serta pengiriman cepat [4]'],4,-1,positif
berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,Netral,"{'classified_text': 'berasa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi', 'tweet_text': ' berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi', 'sentence_score': ['berasa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",berasa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi, berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,['berasa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi'],4,-1,positif
sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi,Netral,"{'classified_text': 'sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulitku kombinasi', 'tweet_text': ' sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi', 'sentence_score': ['sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulitku kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulitku kombinasi, sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi,['sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulitku kombinasi'],4,-1,positif
warnanya cantik banget,Netral,"{'classified_text': 'warnanya cantik [6] banget', 'tweet_text': ' warnanya cantik banget', 'sentence_score': ['warnanya cantik [6] banget'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",warnanya cantik [6] banget, warnanya cantik banget,['warnanya cantik [6] banget'],6,-1,positif
cocok di tipe kulitku kombinasi,Netral,"{'classified_text': 'cocok [3] di tipe kulitku kombinasi', 'tweet_text': ' cocok di tipe kulitku kombinasi', 'sentence_score': ['cocok [3] di tipe kulitku kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] di tipe kulitku kombinasi, cocok di tipe kulitku kombinasi,['cocok [3] di tipe kulitku kombinasi'],3,-1,positif
jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana,Netral,"{'classified_text': 'jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4]', 'tweet_text': ' jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana', 'sentence_score': ['jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4], jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana,['jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4]'],4,-4,netral
jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya,Netral,"{'classified_text': 'jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4] baru sekali pakai produk yang ini oke [4] banget pas dipakai ke kulit cocok [3] suka [5] sama packing barunya', 'tweet_text': ' jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya', 'sentence_score': ['jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4] baru sekali pakai produk yang ini oke [4] banget pas dipakai ke kulit cocok [3] suka [5] sama packing barunya'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4] baru sekali pakai produk yang ini oke [4] banget pas dipakai ke kulit cocok [3] suka [5] sama packing barunya, jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya,['jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4] baru sekali pakai produk yang ini oke [4] banget pas dipakai ke kulit cocok [3] suka [5] sama packing barunya'],5,-4,positif
cocok di kulit berminyak kemasannya lucu,Netral,"{'classified_text': 'cocok [3] di kulit berminyak kemasannya lucu [4]', 'tweet_text': ' cocok di kulit berminyak kemasannya lucu', 'sentence_score': ['cocok [3] di kulit berminyak kemasannya lucu [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] di kulit berminyak kemasannya lucu [4], cocok di kulit berminyak kemasannya lucu,['cocok [3] di kulit berminyak kemasannya lucu [4]'],4,-1,positif
bahannya ringan cepat meresap terus packaging nya ok banget,Netral,"{'classified_text': 'bahannya ringan cepat [4] meresap terus packaging nya ok [2] banget', 'tweet_text': ' bahannya ringan cepat meresap terus packaging nya ok banget', 'sentence_score': ['bahannya ringan cepat [4] meresap terus packaging nya ok [2] banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bahannya ringan cepat [4] meresap terus packaging nya ok [2] banget, bahannya ringan cepat meresap terus packaging nya ok banget,['bahannya ringan cepat [4] meresap terus packaging nya ok [2] banget'],4,-1,positif
terima kasih banyak paket sudah sampai dengan selamat,Netral,"{'classified_text': 'terima kasih [4] banyak paket sudah sampai dengan selamat [4]', 'tweet_text': ' terima kasih banyak paket sudah sampai dengan selamat', 'sentence_score': ['terima kasih [4] banyak paket sudah sampai dengan selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] banyak paket sudah sampai dengan selamat [4], terima kasih banyak paket sudah sampai dengan selamat,['terima kasih [4] banyak paket sudah sampai dengan selamat [4]'],4,-1,positif
barang bagus sesuai packing mantap terima kasih,Netral,"{'classified_text': 'barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]', 'tweet_text': ' barang bagus sesuai packing mantap terima kasih', 'sentence_score': ['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4], barang bagus sesuai packing mantap terima kasih,['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'],4,-1,positif
enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi,Netral,"{'classified_text': 'enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi', 'tweet_text': ' enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi', 'sentence_score': ['enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi, enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi,['enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi'],1,-1,netral
produk sangat bagus langsung menyerap dan membuat lembab,Netral,"{'classified_text': 'produk sangat bagus [6] langsung menyerap [1] dan membuat lembab', 'tweet_text': ' produk sangat bagus langsung menyerap dan membuat lembab', 'sentence_score': ['produk sangat bagus [6] langsung menyerap [1] dan membuat lembab'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",produk sangat bagus [6] langsung menyerap [1] dan membuat lembab, produk sangat bagus langsung menyerap dan membuat lembab,['produk sangat bagus [6] langsung menyerap [1] dan membuat lembab'],6,-1,positif
sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman,Netral,"{'classified_text': 'sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman [4]', 'tweet_text': ' sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman', 'sentence_score': ['sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman [4], sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman,['sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman [4]'],4,-1,positif
cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,Positif,"{'classified_text': 'cocok [3] di kulit saya tekstur ringan dan sangat cepat [6] menyerap [1] di kulit super [4] recommended', 'tweet_text': ' cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended', 'sentence_score': ['cocok [3] di kulit saya tekstur ringan dan sangat cepat [6] menyerap [1] di kulit super [4] recommended'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] di kulit saya tekstur ringan dan sangat cepat [6] menyerap [1] di kulit super [4] recommended, cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,['cocok [3] di kulit saya tekstur ringan dan sangat cepat [6] menyerap [1] di kulit super [4] recommended'],6,-1,positif
baru pertama kali beli skin game mudah mudahan cocok,Negatif,"{'classified_text': 'baru pertama kali beli skin game mudah [3] mudahan cocok [3]', 'tweet_text': ' baru pertama kali beli skin game mudah mudahan cocok', 'sentence_score': ['baru pertama kali beli skin game mudah [3] mudahan cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama kali beli skin game mudah [3] mudahan cocok [3], baru pertama kali beli skin game mudah mudahan cocok,['baru pertama kali beli skin game mudah [3] mudahan cocok [3]'],3,-1,positif
akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya,Netral,"{'classified_text': 'akhirnya menemukan moisturizer yang cocok [3] moistnya ringan dan cepat [4] menyerap [1] aku sudah memakai tube tube bisa dipakai bulan lebih tergantung [-2] pemakaiannya', 'tweet_text': ' akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya', 'sentence_score': ['akhirnya menemukan moisturizer yang cocok [3] moistnya ringan dan cepat [4] menyerap [1] aku sudah memakai tube tube bisa dipakai bulan lebih tergantung [-2] pemakaiannya'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",akhirnya menemukan moisturizer yang cocok [3] moistnya ringan dan cepat [4] menyerap [1] aku sudah memakai tube tube bisa dipakai bulan lebih tergantung [-2] pemakaiannya, akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya,['akhirnya menemukan moisturizer yang cocok [3] moistnya ringan dan cepat [4] menyerap [1] aku sudah memakai tube tube bisa dipakai bulan lebih tergantung [-2] pemakaiannya'],4,-2,positif
bagus semoga cocok,Netral,"{'classified_text': 'bagus [4] semoga cocok [3]', 'tweet_text': ' bagus semoga cocok', 'sentence_score': ['bagus [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] semoga cocok [3], bagus semoga cocok,['bagus [4] semoga cocok [3]'],4,-1,positif
baru mau dicoba semoga cocok,Positif,"{'classified_text': 'baru mau dicoba semoga cocok [3]', 'tweet_text': ' baru mau dicoba semoga cocok', 'sentence_score': ['baru mau dicoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru mau dicoba semoga cocok [3], baru mau dicoba semoga cocok,['baru mau dicoba semoga cocok [3]'],3,-1,positif
