review_tokens_SR,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
bahannya ringan cocok digunakan,Positif,"{'classified_text': 'bahannya ringan cocok [3] digunakan', 'tweet_text': ' bahannya ringan cocok digunakan', 'sentence_score': ['bahannya ringan cocok [3] digunakan'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahannya ringan cocok [3] digunakan, bahannya ringan cocok digunakan,['bahannya ringan cocok [3] digunakan'],3,-1,positif
tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok,Netral,"{'classified_text': 'tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok [3]', 'tweet_text': ' tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok', 'sentence_score': ['tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok [3], tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok,['tipe kulitku berminyak baru mau mencoba makai sebelumnya mencoba punya teman cocok [3]'],3,-1,positif
barang datang sesuai packing nya aman pengiriman cepat,Netral,"{'classified_text': 'barang datang sesuai [3] packing nya aman [4] pengiriman cepat [4]', 'tweet_text': ' barang datang sesuai packing nya aman pengiriman cepat', 'sentence_score': ['barang datang sesuai [3] packing nya aman [4] pengiriman cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang datang sesuai [3] packing nya aman [4] pengiriman cepat [4], barang datang sesuai packing nya aman pengiriman cepat,['barang datang sesuai [3] packing nya aman [4] pengiriman cepat [4]'],4,-1,positif
berasa cerah pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka,Netral,"{'classified_text': 'berasa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka', 'tweet_text': ' berasa cerah pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka', 'sentence_score': ['berasa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",berasa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka, berasa cerah pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka,['berasa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka'],4,-1,positif
beberapa tahun pakai memang cocok enggak white cast nyaman ringan thanks seller tipe kulitku kombinasi,Netral,"{'classified_text': 'beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulitku kombinasi', 'tweet_text': ' beberapa tahun pakai memang cocok enggak white cast nyaman ringan thanks seller tipe kulitku kombinasi', 'sentence_score': ['beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulitku kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulitku kombinasi, beberapa tahun pakai memang cocok enggak white cast nyaman ringan thanks seller tipe kulitku kombinasi,['beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulitku kombinasi'],4,-1,positif
warnanya cantik banget,Netral,"{'classified_text': 'warnanya cantik [6] banget', 'tweet_text': ' warnanya cantik banget', 'sentence_score': ['warnanya cantik [6] banget'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",warnanya cantik [6] banget, warnanya cantik banget,['warnanya cantik [6] banget'],6,-1,positif
cocok tipe kulitku kombinasi,Netral,"{'classified_text': 'cocok [3] tipe kulitku kombinasi', 'tweet_text': ' cocok tipe kulitku kombinasi', 'sentence_score': ['cocok [3] tipe kulitku kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] tipe kulitku kombinasi, cocok tipe kulitku kombinasi,['cocok [3] tipe kulitku kombinasi'],3,-1,positif
jujur panik pas lihat dusnya penyok ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya kurang rapet untung isinya aman enggak luber mana,Netral,"{'classified_text': 'jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4]', 'tweet_text': ' jujur panik pas lihat dusnya penyok ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya kurang rapet untung isinya aman enggak luber mana', 'sentence_score': ['jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4], jujur panik pas lihat dusnya penyok ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya kurang rapet untung isinya aman enggak luber mana,['jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4]'],4,-4,netral
jujur panik pas lihat dusnya penyok ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya kurang rapet untung isinya aman enggak luber mana baru sekali pakai produk oke banget pas dipakai kulit cocok suka sama packing barunya,Netral,"{'classified_text': 'jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas dipakai kulit cocok [3] suka [5] sama packing barunya', 'tweet_text': ' jujur panik pas lihat dusnya penyok ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya kurang rapet untung isinya aman enggak luber mana baru sekali pakai produk oke banget pas dipakai kulit cocok suka sama packing barunya', 'sentence_score': ['jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas dipakai kulit cocok [3] suka [5] sama packing barunya'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas dipakai kulit cocok [3] suka [5] sama packing barunya, jujur panik pas lihat dusnya penyok ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya kurang rapet untung isinya aman enggak luber mana baru sekali pakai produk oke banget pas dipakai kulit cocok suka sama packing barunya,['jujur [4] panik [-3] pas lihat dusnya penyok [-4] ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya kurang [-2] rapet untung isinya aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas dipakai kulit cocok [3] suka [5] sama packing barunya'],5,-4,positif
cocok kulit berminyak kemasannya lucu,Netral,"{'classified_text': 'cocok [3] kulit berminyak kemasannya lucu [4]', 'tweet_text': ' cocok kulit berminyak kemasannya lucu', 'sentence_score': ['cocok [3] kulit berminyak kemasannya lucu [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit berminyak kemasannya lucu [4], cocok kulit berminyak kemasannya lucu,['cocok [3] kulit berminyak kemasannya lucu [4]'],4,-1,positif
bahannya ringan cepat meresap terus packaging nya banget,Netral,"{'classified_text': 'bahannya ringan cepat [4] meresap terus packaging nya banget', 'tweet_text': ' bahannya ringan cepat meresap terus packaging nya banget', 'sentence_score': ['bahannya ringan cepat [4] meresap terus packaging nya banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bahannya ringan cepat [4] meresap terus packaging nya banget, bahannya ringan cepat meresap terus packaging nya banget,['bahannya ringan cepat [4] meresap terus packaging nya banget'],4,-1,positif
terima kasih banyak paket selamat,Netral,"{'classified_text': 'terima kasih [4] banyak paket selamat [4]', 'tweet_text': ' terima kasih banyak paket selamat', 'sentence_score': ['terima kasih [4] banyak paket selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] banyak paket selamat [4], terima kasih banyak paket selamat,['terima kasih [4] banyak paket selamat [4]'],4,-1,positif
barang bagus sesuai packing mantap terima kasih,Netral,"{'classified_text': 'barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]', 'tweet_text': ' barang bagus sesuai packing mantap terima kasih', 'sentence_score': ['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4], barang bagus sesuai packing mantap terima kasih,['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'],4,-1,positif
enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti,Netral,"{'classified_text': 'enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti', 'tweet_text': ' enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti', 'sentence_score': ['enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti, enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti,['enggak usah ditanya memang sebagus lembab bantu pulih skin barier sejauh moisturizer enggak ganti'],1,-1,netral
produk sangat bagus langsung menyerap membuat lembab,Netral,"{'classified_text': 'produk sangat bagus [6] langsung menyerap [1] membuat lembab', 'tweet_text': ' produk sangat bagus langsung menyerap membuat lembab', 'sentence_score': ['produk sangat bagus [6] langsung menyerap [1] membuat lembab'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",produk sangat bagus [6] langsung menyerap [1] membuat lembab, produk sangat bagus langsung menyerap membuat lembab,['produk sangat bagus [6] langsung menyerap [1] membuat lembab'],6,-1,positif
repurchase berkali produk simple efektif packaging simple aman,Netral,"{'classified_text': 'repurchase berkali produk simple efektif packaging simple aman [4]', 'tweet_text': ' repurchase berkali produk simple efektif packaging simple aman', 'sentence_score': ['repurchase berkali produk simple efektif packaging simple aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",repurchase berkali produk simple efektif packaging simple aman [4], repurchase berkali produk simple efektif packaging simple aman,['repurchase berkali produk simple efektif packaging simple aman [4]'],4,-1,positif
cocok kulit tekstur ringan sangat cepat menyerap kulit super recommended,Positif,"{'classified_text': 'cocok [3] kulit tekstur ringan sangat cepat [6] menyerap [1] kulit super [4] recommended', 'tweet_text': ' cocok kulit tekstur ringan sangat cepat menyerap kulit super recommended', 'sentence_score': ['cocok [3] kulit tekstur ringan sangat cepat [6] menyerap [1] kulit super [4] recommended'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit tekstur ringan sangat cepat [6] menyerap [1] kulit super [4] recommended, cocok kulit tekstur ringan sangat cepat menyerap kulit super recommended,['cocok [3] kulit tekstur ringan sangat cepat [6] menyerap [1] kulit super [4] recommended'],6,-1,positif
baru pertama kali beli skin game mudah mudahan cocok,Negatif,"{'classified_text': 'baru pertama kali beli skin game mudah [3] mudahan cocok [3]', 'tweet_text': ' baru pertama kali beli skin game mudah mudahan cocok', 'sentence_score': ['baru pertama kali beli skin game mudah [3] mudahan cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama kali beli skin game mudah [3] mudahan cocok [3], baru pertama kali beli skin game mudah mudahan cocok,['baru pertama kali beli skin game mudah [3] mudahan cocok [3]'],3,-1,positif
akhirnya menemukan moisturizer cocok moistnya ringan cepat menyerap aku memakai tube tube dipakai bulan lebih tergantung pemakaiannya,Netral,"{'classified_text': 'akhirnya menemukan moisturizer cocok [3] moistnya ringan cepat [4] menyerap [1] aku memakai tube tube dipakai bulan lebih tergantung [-2] pemakaiannya', 'tweet_text': ' akhirnya menemukan moisturizer cocok moistnya ringan cepat menyerap aku memakai tube tube dipakai bulan lebih tergantung pemakaiannya', 'sentence_score': ['akhirnya menemukan moisturizer cocok [3] moistnya ringan cepat [4] menyerap [1] aku memakai tube tube dipakai bulan lebih tergantung [-2] pemakaiannya'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",akhirnya menemukan moisturizer cocok [3] moistnya ringan cepat [4] menyerap [1] aku memakai tube tube dipakai bulan lebih tergantung [-2] pemakaiannya, akhirnya menemukan moisturizer cocok moistnya ringan cepat menyerap aku memakai tube tube dipakai bulan lebih tergantung pemakaiannya,['akhirnya menemukan moisturizer cocok [3] moistnya ringan cepat [4] menyerap [1] aku memakai tube tube dipakai bulan lebih tergantung [-2] pemakaiannya'],4,-2,positif
bagus semoga cocok,Netral,"{'classified_text': 'bagus [4] semoga cocok [3]', 'tweet_text': ' bagus semoga cocok', 'sentence_score': ['bagus [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] semoga cocok [3], bagus semoga cocok,['bagus [4] semoga cocok [3]'],4,-1,positif
baru mau dicoba semoga cocok,Positif,"{'classified_text': 'baru mau dicoba semoga cocok [3]', 'tweet_text': ' baru mau dicoba semoga cocok', 'sentence_score': ['baru mau dicoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru mau dicoba semoga cocok [3], baru mau dicoba semoga cocok,['baru mau dicoba semoga cocok [3]'],3,-1,positif
produk orisinal aman kakak adminnya ramah banget bakal repurchase deh kayaknya,Positif,"{'classified_text': 'produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayaknya', 'tweet_text': ' produk orisinal aman kakak adminnya ramah banget bakal repurchase deh kayaknya', 'sentence_score': ['produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayaknya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayaknya, produk orisinal aman kakak adminnya ramah banget bakal repurchase deh kayaknya,['produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayaknya'],5,-1,positif
pengiriman pengemasan cepat banget aman produk sesuai pernah coba lumayan bikin jerawat cepat mateng thankyou,Netral,"{'classified_text': 'pengiriman pengemasan cepat [5] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou', 'tweet_text': ' pengiriman pengemasan cepat banget aman produk sesuai pernah coba lumayan bikin jerawat cepat mateng thankyou', 'sentence_score': ['pengiriman pengemasan cepat [5] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pengiriman pengemasan cepat [5] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou, pengiriman pengemasan cepat banget aman produk sesuai pernah coba lumayan bikin jerawat cepat mateng thankyou,['pengiriman pengemasan cepat [5] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou'],5,-1,positif
